time,mass_concentration_of_chlorophyll_in_sea_water_ctd,mass_concentration_of_chlorophyll_in_sea_water_ctd_qc_agg,z
UTC,microg.L-1,,m
2021-11-01T05:46:12Z,NaN,2,0
2021-11-01T05:50:05Z,1.88,1,0
2021-11-01T05:50:12Z,NaN,2,0
2021-11-01T05:54:05Z,1.84,1,0
2021-11-01T05:54:12Z,NaN,2,0
2021-11-01T05:58:05Z,1.92,1,0
2021-11-01T05:58:12Z,NaN,2,0
2021-11-01T06:02:05Z,1.89,1,0
2021-11-01T06:02:12Z,NaN,2,0
2021-11-01T06:06:05Z,1.77,1,0
2021-11-01T06:06:12Z,NaN,2,0
2021-11-01T06:10:05Z,1.83,1,0
2021-11-01T06:10:12Z,NaN,2,0
2021-11-01T06:14:05Z,1.78,1,0
2021-11-01T06:14:12Z,NaN,2,0
2021-11-01T06:18:05Z,1.73,1,0
2021-11-01T06:18:12Z,NaN,2,0
2021-11-01T06:22:05Z,1.73,1,0
2021-11-01T06:22:12Z,NaN,2,0
2021-11-01T06:26:05Z,1.74,1,0
2021-11-01T06:26:12Z,NaN,2,0
2021-11-01T06:30:05Z,1.77,1,0
2021-11-01T06:30:12Z,NaN,2,0
2021-11-01T06:34:05Z,1.77,1,0
2021-11-01T06:34:12Z,NaN,2,0
2021-11-01T06:38:05Z,1.83,1,0
2021-11-01T06:38:12Z,NaN,2,0
2021-11-01T06:42:05Z,1.83,1,0
2021-11-01T06:42:12Z,NaN,2,0
2021-11-01T06:46:05Z,1.74,1,0
2021-11-01T06:46:12Z,NaN,2,0
2021-11-01T06:50:05Z,1.77,1,0
2021-11-01T06:50:12Z,NaN,2,0
2021-11-01T06:54:05Z,1.86,1,0
2021-11-01T06:54:12Z,NaN,2,0
2021-11-01T06:58:05Z,1.81,1,0
2021-11-01T06:58:12Z,NaN,2,0
2021-11-01T07:02:05Z,1.68,1,0
2021-11-01T07:02:12Z,NaN,2,0
2021-11-01T07:06:05Z,1.75,1,0
2021-11-01T07:06:12Z,NaN,2,0
2021-11-01T07:10:05Z,1.87,1,0
2021-11-01T07:10:12Z,NaN,2,0
2021-11-01T07:14:05Z,1.74,1,0
2021-11-01T07:14:12Z,NaN,2,0
2021-11-01T07:18:05Z,1.7,1,0
2021-11-01T07:18:12Z,NaN,2,0
2021-11-01T07:22:05Z,1.7,1,0
2021-11-01T07:22:12Z,NaN,2,0
2021-11-01T07:26:05Z,1.68,1,0
2021-11-01T07:26:12Z,NaN,2,0
2021-11-01T07:30:05Z,1.65,1,0
2021-11-01T07:30:12Z,NaN,2,0
2021-11-01T07:34:05Z,1.65,1,0
2021-11-01T07:34:12Z,NaN,2,0
2021-11-01T07:38:05Z,1.66,1,0
2021-11-01T07:38:12Z,NaN,2,0
2021-11-01T07:42:05Z,1.65,1,0
2021-11-01T07:42:12Z,NaN,2,0
2021-11-01T07:46:05Z,1.66,1,0
2021-11-01T07:46:12Z,NaN,2,0
2021-11-01T07:50:05Z,1.63,1,0
2021-11-01T07:50:12Z,NaN,2,0
2021-11-01T07:54:05Z,1.64,1,0
2021-11-01T07:54:12Z,NaN,2,0
2021-11-01T07:58:05Z,1.63,1,0
2021-11-01T07:58:12Z,NaN,2,0
2021-11-01T08:02:05Z,1.64,1,0
2021-11-01T08:02:12Z,NaN,2,0
2021-11-01T08:06:05Z,1.64,1,0
2021-11-01T08:06:12Z,NaN,2,0
2021-11-01T08:10:05Z,1.64,1,0
2021-11-01T08:10:12Z,NaN,2,0
2021-11-01T08:14:05Z,1.66,1,0
2021-11-01T08:14:12Z,NaN,2,0
2021-11-01T08:18:05Z,1.63,1,0
2021-11-01T08:18:12Z,NaN,2,0
2021-11-01T08:22:05Z,1.64,1,0
2021-11-01T08:22:12Z,NaN,2,0
2021-11-01T08:26:05Z,1.61,1,0
2021-11-01T08:26:12Z,NaN,2,0
2021-11-01T08:30:05Z,1.65,1,0
2021-11-01T08:30:12Z,NaN,2,0
2021-11-01T08:34:05Z,1.64,1,0
2021-11-01T08:34:12Z,NaN,2,0
2021-11-01T08:38:05Z,1.61,1,0
2021-11-01T08:38:12Z,NaN,2,0
2021-11-01T08:42:05Z,1.81,1,0
2021-11-01T08:42:12Z,NaN,2,0
2021-11-01T08:46:05Z,1.74,1,0
2021-11-01T08:46:12Z,NaN,2,0
2021-11-01T08:50:05Z,1.6,1,0
2021-11-01T08:50:12Z,NaN,2,0
2021-11-01T08:54:05Z,1.66,1,0
2021-11-01T08:54:12Z,NaN,2,0
2021-11-01T08:58:05Z,1.65,1,0
2021-11-01T08:58:12Z,NaN,2,0
2021-11-01T09:02:05Z,1.7,1,0
2021-11-01T09:02:12Z,NaN,2,0
2021-11-01T09:06:05Z,1.64,1,0
2021-11-01T09:06:12Z,NaN,2,0
2021-11-01T09:10:05Z,1.65,1,0
2021-11-01T09:10:12Z,NaN,2,0
2021-11-01T09:14:05Z,1.67,1,0
2021-11-01T09:14:12Z,NaN,2,0
2021-11-01T09:18:05Z,1.65,1,0
2021-11-01T09:18:12Z,NaN,2,0
2021-11-01T09:22:05Z,1.74,1,0
2021-11-01T09:22:12Z,NaN,2,0
2021-11-01T09:26:05Z,1.69,1,0
2021-11-01T09:26:12Z,NaN,2,0
2021-11-01T09:30:05Z,1.69,1,0
2021-11-01T09:30:12Z,NaN,2,0
2021-11-01T09:34:05Z,1.74,1,0
2021-11-01T09:34:12Z,NaN,2,0
2021-11-01T09:38:05Z,1.72,1,0
2021-11-01T09:38:12Z,NaN,2,0
2021-11-01T09:42:05Z,1.75,1,0
2021-11-01T09:42:12Z,NaN,2,0
2021-11-01T09:46:05Z,1.72,1,0
2021-11-01T09:46:12Z,NaN,2,0
2021-11-01T09:50:05Z,1.69,1,0
2021-11-01T09:50:12Z,NaN,2,0
2021-11-01T09:54:05Z,1.7,1,0
2021-11-01T09:54:12Z,NaN,2,0
2021-11-01T09:58:05Z,1.66,1,0
2021-11-01T09:58:12Z,NaN,2,0
2021-11-01T10:02:05Z,1.71,1,0
2021-11-01T10:02:12Z,NaN,2,0
2021-11-01T10:06:05Z,1.73,1,0
2021-11-01T10:06:12Z,NaN,2,0
2021-11-01T10:10:05Z,1.64,1,0
2021-11-01T10:10:12Z,NaN,2,0
2021-11-01T10:14:05Z,1.65,1,0
2021-11-01T10:14:12Z,NaN,2,0
2021-11-01T10:18:05Z,1.77,1,0
2021-11-01T10:18:12Z,NaN,2,0
2021-11-01T10:22:05Z,1.73,1,0
2021-11-01T10:22:12Z,NaN,2,0
2021-11-01T10:26:05Z,1.66,1,0
2021-11-01T10:26:12Z,NaN,2,0
2021-11-01T10:30:05Z,1.81,1,0
2021-11-01T10:30:12Z,NaN,2,0
2021-11-01T10:34:05Z,1.76,1,0
2021-11-01T10:34:12Z,NaN,2,0
2021-11-01T10:38:05Z,1.8,1,0
2021-11-01T10:38:12Z,NaN,2,0
2021-11-01T10:42:05Z,1.75,1,0
2021-11-01T10:42:12Z,NaN,2,0
2021-11-01T10:46:05Z,2.15,1,0
2021-11-01T10:46:12Z,NaN,2,0
2021-11-01T10:50:05Z,2.16,1,0
2021-11-01T10:50:12Z,NaN,2,0
2021-11-01T10:54:05Z,2.21,1,0
2021-11-01T10:54:12Z,NaN,2,0
2021-11-01T10:58:05Z,2.04,1,0
2021-11-01T10:58:12Z,NaN,2,0
2021-11-01T11:02:05Z,2.01,1,0
2021-11-01T11:02:12Z,NaN,2,0
2021-11-01T11:06:05Z,2.13,1,0
2021-11-01T11:06:12Z,NaN,2,0
2021-11-01T11:10:05Z,2.13,1,0
2021-11-01T11:10:12Z,NaN,2,0
2021-11-01T11:14:05Z,2.14,1,0
2021-11-01T11:14:12Z,NaN,2,0
2021-11-01T11:18:05Z,2.06,1,0
2021-11-01T11:18:12Z,NaN,2,0
2021-11-01T11:22:05Z,2.02,1,0
2021-11-01T11:22:12Z,NaN,2,0
2021-11-01T11:26:05Z,2.1,1,0
2021-11-01T11:26:12Z,NaN,2,0
2021-11-01T11:30:05Z,2.08,1,0
2021-11-01T11:30:12Z,NaN,2,0
2021-11-01T11:34:05Z,2.07,1,0
2021-11-01T11:34:12Z,NaN,2,0
2021-11-01T11:38:05Z,2.12,1,0
2021-11-01T11:38:12Z,NaN,2,0
2021-11-01T11:42:05Z,2.19,1,0
2021-11-01T11:42:12Z,NaN,2,0
2021-11-01T11:46:05Z,2.11,1,0
2021-11-01T11:46:12Z,NaN,2,0
2021-11-01T11:50:05Z,2.13,1,0
2021-11-01T11:50:12Z,NaN,2,0
2021-11-01T11:54:05Z,2.19,1,0
2021-11-01T11:54:12Z,NaN,2,0
2021-11-01T11:58:05Z,2.11,1,0
2021-11-01T11:58:12Z,NaN,2,0
2021-11-01T12:02:05Z,2.1,1,0
2021-11-01T12:02:12Z,NaN,2,0
2021-11-01T12:06:05Z,2.21,1,0
2021-11-01T12:06:12Z,NaN,2,0
2021-11-01T12:10:05Z,1.98,1,0
2021-11-01T12:10:12Z,NaN,2,0
2021-11-01T12:14:05Z,2.01,1,0
2021-11-01T12:14:12Z,NaN,2,0
2021-11-01T12:18:05Z,2.04,1,0
2021-11-01T12:18:12Z,NaN,2,0
2021-11-01T12:22:05Z,1.97,1,0
2021-11-01T12:22:12Z,NaN,2,0
2021-11-01T12:26:05Z,1.99,1,0
2021-11-01T12:26:12Z,NaN,2,0
2021-11-01T12:30:05Z,1.97,1,0
2021-11-01T12:30:12Z,NaN,2,0
2021-11-01T12:34:05Z,1.93,1,0
2021-11-01T12:34:12Z,NaN,2,0
2021-11-01T12:38:05Z,2.01,1,0
2021-11-01T12:38:12Z,NaN,2,0
2021-11-01T12:42:05Z,1.89,1,0
2021-11-01T12:42:12Z,NaN,2,0
2021-11-01T12:46:05Z,1.9,1,0
2021-11-01T12:46:12Z,NaN,2,0
2021-11-01T12:50:05Z,1.87,1,0
2021-11-01T12:50:12Z,NaN,2,0
2021-11-01T12:54:05Z,1.86,1,0
2021-11-01T12:54:12Z,NaN,2,0
2021-11-01T12:58:05Z,1.9,1,0
2021-11-01T12:58:12Z,NaN,2,0
2021-11-01T13:02:05Z,2.07,1,0
2021-11-01T13:02:12Z,NaN,2,0
2021-11-01T13:06:05Z,2.12,1,0
2021-11-01T13:06:12Z,NaN,2,0
2021-11-01T13:10:05Z,2.14,1,0
2021-11-01T13:10:12Z,NaN,2,0
2021-11-01T13:14:05Z,2.1,1,0
2021-11-01T13:14:12Z,NaN,2,0
2021-11-01T13:18:05Z,1.98,1,0
2021-11-01T13:18:12Z,NaN,2,0
2021-11-01T13:22:05Z,2.08,1,0
2021-11-01T13:22:12Z,NaN,2,0
2021-11-01T13:26:05Z,2.12,1,0
2021-11-01T13:26:12Z,NaN,2,0
2021-11-01T13:30:05Z,2.01,1,0
2021-11-01T13:30:12Z,NaN,2,0
2021-11-01T13:34:05Z,1.94,1,0
2021-11-01T13:34:12Z,NaN,2,0
2021-11-01T13:38:05Z,1.89,1,0
2021-11-01T13:38:12Z,NaN,2,0
2021-11-01T13:42:05Z,1.94,1,0
2021-11-01T13:42:12Z,NaN,2,0
2021-11-01T13:46:05Z,1.92,1,0
2021-11-01T13:46:12Z,NaN,2,0
2021-11-01T13:50:05Z,1.87,1,0
2021-11-01T13:50:12Z,NaN,2,0
2021-11-01T13:54:05Z,1.89,1,0
2021-11-01T13:54:12Z,NaN,2,0
2021-11-01T13:58:05Z,1.81,1,0
2021-11-01T13:58:12Z,NaN,2,0
2021-11-01T14:02:05Z,1.93,1,0
2021-11-01T14:02:12Z,NaN,2,0
2021-11-01T14:06:05Z,1.85,1,0
2021-11-01T14:06:12Z,NaN,2,0
2021-11-01T14:10:05Z,1.94,1,0
2021-11-01T14:10:12Z,NaN,2,0
2021-11-01T14:14:05Z,1.97,1,0
2021-11-01T14:14:12Z,NaN,2,0
2021-11-01T14:18:05Z,2.06,1,0
2021-11-01T14:18:12Z,NaN,2,0
2021-11-01T14:22:05Z,2.09,1,0
2021-11-01T14:22:12Z,NaN,2,0
2021-11-01T14:26:05Z,2.28,1,0
2021-11-01T14:26:12Z,NaN,2,0
2021-11-01T14:30:05Z,2.08,1,0
2021-11-01T14:30:12Z,NaN,2,0
2021-11-01T14:34:05Z,2.27,1,0
2021-11-01T14:34:12Z,NaN,2,0
2021-11-01T14:38:05Z,2.48,1,0
2021-11-01T14:38:12Z,NaN,2,0
2021-11-01T14:42:05Z,2.63,1,0
2021-11-01T14:42:12Z,NaN,2,0
2021-11-01T14:46:05Z,2.35,1,0
2021-11-01T14:46:12Z,NaN,2,0
2021-11-01T14:50:05Z,2.33,1,0
2021-11-01T14:50:12Z,NaN,2,0
2021-11-01T14:54:05Z,2.55,1,0
2021-11-01T14:54:12Z,NaN,2,0
2021-11-01T14:58:05Z,2.41,1,0
2021-11-01T14:58:12Z,NaN,2,0
2021-11-01T15:02:05Z,2.47,1,0
2021-11-01T15:02:12Z,NaN,2,0
2021-11-01T15:06:05Z,2.17,1,0
2021-11-01T15:06:12Z,NaN,2,0
2021-11-01T15:10:05Z,2.37,1,0
2021-11-01T15:10:12Z,NaN,2,0
2021-11-01T15:14:05Z,2.47,1,0
2021-11-01T15:14:12Z,NaN,2,0
2021-11-01T15:18:05Z,2.38,1,0
2021-11-01T15:18:12Z,NaN,2,0
2021-11-01T15:22:05Z,2.08,1,0
2021-11-01T15:22:12Z,NaN,2,0
2021-11-01T15:26:05Z,2.25,1,0
2021-11-01T15:26:12Z,NaN,2,0
2021-11-01T15:30:05Z,2.2,1,0
2021-11-01T15:30:12Z,NaN,2,0
2021-11-01T15:34:05Z,2.23,1,0
2021-11-01T15:34:12Z,NaN,2,0
2021-11-01T15:38:05Z,2.14,1,0
2021-11-01T15:38:12Z,NaN,2,0
2021-11-01T15:42:05Z,2.15,1,0
2021-11-01T15:42:12Z,NaN,2,0
2021-11-01T15:46:05Z,2.2,1,0
2021-11-01T15:46:12Z,NaN,2,0
2021-11-01T15:50:05Z,2.05,1,0
2021-11-01T15:50:12Z,NaN,2,0
2021-11-01T15:54:05Z,1.98,1,0
2021-11-01T15:54:12Z,NaN,2,0
2021-11-01T15:58:05Z,2.06,1,0
2021-11-01T15:58:12Z,NaN,2,0
2021-11-01T16:02:05Z,2.41,1,0
2021-11-01T16:02:12Z,NaN,2,0
2021-11-01T16:06:05Z,2.27,1,0
2021-11-01T16:06:12Z,NaN,2,0
2021-11-01T16:10:05Z,2.16,1,0
2021-11-01T16:10:12Z,NaN,2,0
2021-11-01T16:14:05Z,2.16,1,0
2021-11-01T16:14:12Z,NaN,2,0
2021-11-01T16:18:05Z,2.13,1,0
2021-11-01T16:18:12Z,NaN,2,0
2021-11-01T16:22:05Z,2.15,1,0
2021-11-01T16:22:12Z,NaN,2,0
2021-11-01T16:26:05Z,1.85,1,0
2021-11-01T16:26:12Z,NaN,2,0
2021-11-01T16:30:05Z,2.06,1,0
2021-11-01T16:30:12Z,NaN,2,0
2021-11-01T16:34:05Z,2.02,1,0
2021-11-01T16:34:12Z,NaN,2,0
2021-11-01T16:38:05Z,2.09,1,0
2021-11-01T16:38:12Z,NaN,2,0
2021-11-01T16:42:05Z,2.07,1,0
2021-11-01T16:42:12Z,NaN,2,0
2021-11-01T16:46:05Z,2.05,1,0
2021-11-01T16:46:12Z,NaN,2,0
2021-11-01T16:50:05Z,2.03,1,0
2021-11-01T16:50:12Z,NaN,2,0
2021-11-01T16:54:05Z,2.13,1,0
2021-11-01T16:54:12Z,NaN,2,0
2021-11-01T16:58:05Z,2.13,1,0
2021-11-01T16:58:12Z,NaN,2,0
2021-11-01T17:02:05Z,2.18,1,0
2021-11-01T17:02:12Z,NaN,2,0
2021-11-01T17:06:05Z,2.26,1,0
2021-11-01T17:06:12Z,NaN,2,0
2021-11-01T17:10:05Z,2.07,1,0
2021-11-01T17:10:12Z,NaN,2,0
2021-11-01T17:14:05Z,2.07,1,0
2021-11-01T17:14:12Z,NaN,2,0
2021-11-01T17:18:05Z,2.01,1,0
2021-11-01T17:18:12Z,NaN,2,0
2021-11-01T17:22:05Z,2.16,1,0
2021-11-01T17:22:12Z,NaN,2,0
2021-11-01T17:26:05Z,2.25,1,0
2021-11-01T17:26:12Z,NaN,2,0
2021-11-01T17:30:05Z,2.1,1,0
2021-11-01T17:30:12Z,NaN,2,0
2021-11-01T17:34:05Z,2.18,1,0
2021-11-01T17:34:12Z,NaN,2,0
2021-11-01T17:38:05Z,2.1,1,0
2021-11-01T17:38:12Z,NaN,2,0
2021-11-01T17:42:05Z,2.04,1,0
2021-11-01T17:42:12Z,NaN,2,0
2021-11-01T17:46:05Z,2.13,1,0
2021-11-01T17:46:12Z,NaN,2,0
2021-11-01T17:50:05Z,2.08,1,0
2021-11-01T17:50:12Z,NaN,2,0
2021-11-01T17:54:05Z,2.34,1,0
2021-11-01T17:54:12Z,NaN,2,0
2021-11-01T17:58:05Z,2.16,1,0
2021-11-01T17:58:12Z,NaN,2,0
2021-11-01T18:02:05Z,2.25,1,0
2021-11-01T18:02:12Z,NaN,2,0
2021-11-01T18:06:05Z,1.96,1,0
2021-11-01T18:06:12Z,NaN,2,0
2021-11-01T18:10:05Z,2.11,1,0
2021-11-01T18:10:12Z,NaN,2,0
2021-11-01T18:14:05Z,2.03,1,0
2021-11-01T18:14:12Z,NaN,2,0
2021-11-01T18:18:05Z,2.06,1,0
2021-11-01T18:18:12Z,NaN,2,0
2021-11-01T18:22:05Z,2.01,1,0
2021-11-01T18:22:12Z,NaN,2,0
2021-11-01T18:26:05Z,1.97,1,0
2021-11-01T18:26:12Z,NaN,2,0
2021-11-01T18:30:05Z,2.01,1,0
2021-11-01T18:30:12Z,NaN,2,0
2021-11-01T18:34:05Z,1.99,1,0
2021-11-01T18:34:12Z,NaN,2,0
2021-11-01T18:38:05Z,2.03,1,0
2021-11-01T18:38:12Z,NaN,2,0
2021-11-01T18:42:05Z,1.97,1,0
2021-11-01T18:42:12Z,NaN,2,0
2021-11-01T18:46:05Z,1.95,1,0
2021-11-01T18:46:12Z,NaN,2,0
2021-11-01T18:50:05Z,1.93,1,0
2021-11-01T18:50:12Z,NaN,2,0
2021-11-01T18:54:05Z,1.94,1,0
2021-11-01T18:54:12Z,NaN,2,0
2021-11-01T18:58:05Z,1.93,1,0
2021-11-01T18:58:12Z,NaN,2,0
2021-11-01T19:02:05Z,1.94,1,0
2021-11-01T19:02:12Z,NaN,2,0
2021-11-01T19:06:05Z,1.91,1,0
2021-11-01T19:06:12Z,NaN,2,0
2021-11-01T19:10:05Z,1.97,1,0
2021-11-01T19:10:12Z,NaN,2,0
2021-11-01T19:14:05Z,2.02,1,0
2021-11-01T19:14:12Z,NaN,2,0
2021-11-01T19:18:05Z,1.94,1,0
2021-11-01T19:18:12Z,NaN,2,0
2021-11-01T19:22:05Z,1.94,1,0
2021-11-01T19:22:12Z,NaN,2,0
2021-11-01T19:26:05Z,2.02,1,0
2021-11-01T19:26:12Z,NaN,2,0
2021-11-01T19:30:05Z,1.9,1,0
2021-11-01T19:30:12Z,NaN,2,0
2021-11-01T19:34:05Z,2.1,1,0
2021-11-01T19:34:12Z,NaN,2,0
2021-11-01T19:38:05Z,1.89,1,0
2021-11-01T19:38:12Z,NaN,2,0
2021-11-01T19:42:05Z,1.88,1,0
2021-11-01T19:42:12Z,NaN,2,0
2021-11-01T19:46:05Z,1.87,1,0
2021-11-01T19:46:12Z,NaN,2,0
2021-11-01T19:50:05Z,1.86,1,0
2021-11-01T19:50:12Z,NaN,2,0
2021-11-01T19:54:05Z,1.85,1,0
2021-11-01T19:54:12Z,NaN,2,0
2021-11-01T19:58:05Z,1.82,1,0
2021-11-01T19:58:12Z,NaN,2,0
2021-11-01T20:02:05Z,1.84,1,0
2021-11-01T20:02:12Z,NaN,2,0
2021-11-01T20:06:05Z,1.91,1,0
2021-11-01T20:06:12Z,NaN,2,0
2021-11-01T20:10:05Z,1.9,1,0
2021-11-01T20:10:12Z,NaN,2,0
2021-11-01T20:14:05Z,2,1,0
2021-11-01T20:14:12Z,NaN,2,0
2021-11-01T20:18:05Z,1.87,1,0
2021-11-01T20:18:12Z,NaN,2,0
2021-11-01T20:22:05Z,1.87,1,0
2021-11-01T20:22:12Z,NaN,2,0
2021-11-01T20:26:05Z,1.94,1,0
2021-11-01T20:26:12Z,NaN,2,0
2021-11-01T20:30:05Z,1.9,1,0
2021-11-01T20:30:12Z,NaN,2,0
2021-11-01T20:34:05Z,1.87,1,0
2021-11-01T20:34:12Z,NaN,2,0
2021-11-01T20:38:05Z,2,1,0
2021-11-01T20:38:12Z,NaN,2,0
2021-11-01T20:42:05Z,1.83,1,0
2021-11-01T20:42:12Z,NaN,2,0
2021-11-01T20:46:05Z,1.94,1,0
2021-11-01T20:46:12Z,NaN,2,0
2021-11-01T20:50:05Z,1.92,1,0
2021-11-01T20:50:12Z,NaN,2,0
2021-11-01T20:54:05Z,1.9,1,0
2021-11-01T20:54:12Z,NaN,2,0
2021-11-01T20:58:05Z,1.88,1,0
2021-11-01T20:58:12Z,NaN,2,0
2021-11-01T21:02:05Z,1.9,1,0
2021-11-01T21:02:12Z,NaN,2,0
2021-11-01T21:06:05Z,1.89,1,0
2021-11-01T21:06:12Z,NaN,2,0
2021-11-01T21:10:05Z,1.86,1,0
2021-11-01T21:10:12Z,NaN,2,0
2021-11-01T21:14:05Z,1.92,1,0
2021-11-01T21:14:12Z,NaN,2,0
2021-11-01T21:18:05Z,1.88,1,0
2021-11-01T21:18:12Z,NaN,2,0
2021-11-01T21:22:05Z,1.87,1,0
2021-11-01T21:22:12Z,NaN,2,0
2021-11-01T21:26:05Z,1.86,1,0
2021-11-01T21:26:12Z,NaN,2,0
2021-11-01T21:30:05Z,1.87,1,0
2021-11-01T21:30:12Z,NaN,2,0
2021-11-01T21:34:05Z,1.88,1,0
2021-11-01T21:34:12Z,NaN,2,0
2021-11-01T21:38:05Z,1.84,1,0
2021-11-01T21:38:12Z,NaN,2,0
2021-11-01T21:42:05Z,1.83,1,0
2021-11-01T21:42:12Z,NaN,2,0
2021-11-01T21:46:05Z,1.79,1,0
2021-11-01T21:46:12Z,NaN,2,0
2021-11-01T21:50:05Z,1.78,1,0
2021-11-01T21:50:12Z,NaN,2,0
2021-11-01T21:54:05Z,1.8,1,0
2021-11-01T21:54:12Z,NaN,2,0
2021-11-01T21:58:05Z,1.77,1,0
2021-11-01T21:58:12Z,NaN,2,0
2021-11-01T22:02:05Z,1.88,1,0
2021-11-01T22:02:12Z,NaN,2,0
2021-11-01T22:06:05Z,1.88,1,0
2021-11-01T22:06:12Z,NaN,2,0
2021-11-01T22:10:05Z,1.9,1,0
2021-11-01T22:10:12Z,NaN,2,0
2021-11-01T22:14:05Z,1.95,1,0
2021-11-01T22:14:12Z,NaN,2,0
2021-11-01T22:18:05Z,1.97,1,0
2021-11-01T22:18:12Z,NaN,2,0
2021-11-01T22:22:05Z,1.99,1,0
2021-11-01T22:22:12Z,NaN,2,0
2021-11-01T22:26:05Z,1.96,1,0
2021-11-01T22:26:12Z,NaN,2,0
2021-11-01T22:30:05Z,2.01,1,0
2021-11-01T22:30:12Z,NaN,2,0
2021-11-01T22:34:05Z,2.03,1,0
2021-11-01T22:34:12Z,NaN,2,0
2021-11-01T22:38:05Z,2.01,1,0
2021-11-01T22:38:12Z,NaN,2,0
2021-11-01T22:42:05Z,2.09,1,0
2021-11-01T22:42:12Z,NaN,2,0
2021-11-01T22:46:05Z,2.36,1,0
2021-11-01T22:46:12Z,NaN,2,0
2021-11-01T22:50:05Z,2.16,1,0
2021-11-01T22:50:12Z,NaN,2,0
2021-11-01T22:54:05Z,2.02,1,0
2021-11-01T22:54:12Z,NaN,2,0
2021-11-01T22:58:05Z,1.95,1,0
2021-11-01T22:58:12Z,NaN,2,0
2021-11-01T23:02:05Z,2.16,1,0
2021-11-01T23:02:12Z,NaN,2,0
2021-11-01T23:06:05Z,2.17,1,0
2021-11-01T23:06:12Z,NaN,2,0
2021-11-01T23:10:05Z,2.19,1,0
2021-11-01T23:10:12Z,NaN,2,0
2021-11-01T23:14:05Z,2.4,1,0
2021-11-01T23:14:12Z,NaN,2,0
2021-11-01T23:18:05Z,2.25,1,0
2021-11-01T23:18:12Z,NaN,2,0
2021-11-01T23:22:05Z,2.28,1,0
2021-11-01T23:22:12Z,NaN,2,0
2021-11-01T23:26:05Z,2.35,1,0
2021-11-01T23:26:12Z,NaN,2,0
2021-11-01T23:30:05Z,2.28,1,0
2021-11-01T23:30:12Z,NaN,2,0
2021-11-01T23:34:05Z,2.43,1,0
2021-11-01T23:34:12Z,NaN,2,0
2021-11-01T23:38:05Z,2.38,1,0
2021-11-01T23:38:12Z,NaN,2,0
2021-11-01T23:42:05Z,2.46,1,0
2021-11-01T23:42:12Z,NaN,2,0
2021-11-01T23:46:05Z,2.6,1,0
2021-11-01T23:46:12Z,NaN,2,0
2021-11-01T23:50:05Z,2.48,1,0
2021-11-01T23:50:12Z,NaN,2,0
2021-11-01T23:54:05Z,2.39,1,0
2021-11-01T23:54:12Z,NaN,2,0
2021-11-01T23:58:05Z,2.31,1,0
2021-11-01T23:58:12Z,NaN,2,0
2021-11-02T00:02:05Z,2.34,1,0
2021-11-02T00:02:12Z,NaN,2,0
2021-11-02T00:06:05Z,2.45,1,0
2021-11-02T00:06:12Z,NaN,2,0
2021-11-02T00:10:05Z,2.46,1,0
2021-11-02T00:10:12Z,NaN,2,0
2021-11-02T00:14:05Z,2.2,1,0
2021-11-02T00:14:12Z,NaN,2,0
2021-11-02T00:18:05Z,2.14,1,0
2021-11-02T00:18:12Z,NaN,2,0
2021-11-02T00:22:05Z,2.19,1,0
2021-11-02T00:22:12Z,NaN,2,0
2021-11-02T00:26:05Z,2.15,1,0
2021-11-02T00:26:12Z,NaN,2,0
2021-11-02T00:30:05Z,2.16,1,0
2021-11-02T00:30:12Z,NaN,2,0
2021-11-02T00:34:05Z,2.13,1,0
2021-11-02T00:34:12Z,NaN,2,0
2021-11-02T00:38:05Z,2.39,1,0
2021-11-02T00:38:12Z,NaN,2,0
2021-11-02T00:42:05Z,2.32,1,0
2021-11-02T00:42:12Z,NaN,2,0
2021-11-02T00:46:05Z,2.37,1,0
2021-11-02T00:46:12Z,NaN,2,0
2021-11-02T00:50:05Z,2.47,1,0
2021-11-02T00:50:12Z,NaN,2,0
2021-11-02T00:54:05Z,2.4,1,0
2021-11-02T00:54:12Z,NaN,2,0
2021-11-02T00:58:05Z,2.36,1,0
2021-11-02T00:58:12Z,NaN,2,0
2021-11-02T01:02:05Z,2.52,1,0
2021-11-02T01:02:12Z,NaN,2,0
2021-11-02T01:06:05Z,2.65,1,0
2021-11-02T01:06:12Z,NaN,2,0
2021-11-02T01:10:05Z,2.7,1,0
2021-11-02T01:10:12Z,NaN,2,0
2021-11-02T01:14:05Z,2.97,1,0
2021-11-02T01:14:12Z,NaN,2,0
2021-11-02T01:18:05Z,2.97,1,0
2021-11-02T01:18:12Z,NaN,2,0
2021-11-02T01:22:05Z,2.91,1,0
2021-11-02T01:22:12Z,NaN,2,0
2021-11-02T01:26:05Z,2.71,1,0
2021-11-02T01:26:12Z,NaN,2,0
2021-11-02T01:30:05Z,2.68,1,0
2021-11-02T01:30:12Z,NaN,2,0
2021-11-02T01:34:05Z,2.61,1,0
2021-11-02T01:34:12Z,NaN,2,0
2021-11-02T01:38:05Z,2.48,1,0
2021-11-02T01:38:12Z,NaN,2,0
2021-11-02T01:42:05Z,2.64,1,0
2021-11-02T01:42:12Z,NaN,2,0
2021-11-02T01:46:05Z,2.6,1,0
2021-11-02T01:46:12Z,NaN,2,0
2021-11-02T01:50:05Z,2.65,1,0
2021-11-02T01:50:12Z,NaN,2,0
2021-11-02T01:54:05Z,2.39,1,0
2021-11-02T01:54:12Z,NaN,2,0
