time,mass_concentration_of_chlorophyll_in_sea_water_ctd,mass_concentration_of_chlorophyll_in_sea_water_ctd_qc_agg,z
UTC,microg.L-1,,m
2021-09-17T09:06:12Z,NaN,2,0
2021-09-17T09:06:25Z,4.14,1,0
2021-09-17T09:10:12Z,NaN,2,0
2021-09-17T09:10:25Z,4.23,1,0
2021-09-17T09:14:12Z,NaN,2,0
2021-09-17T09:14:25Z,4.17,1,0
2021-09-17T09:18:12Z,NaN,2,0
2021-09-17T09:18:25Z,4.16,1,0
2021-09-17T09:22:12Z,NaN,2,0
2021-09-17T09:22:25Z,4.17,1,0
2021-09-17T09:26:12Z,NaN,2,0
2021-09-17T09:26:25Z,4.2,1,0
2021-09-17T09:30:12Z,NaN,2,0
2021-09-17T09:30:25Z,4.11,1,0
2021-09-17T09:34:12Z,NaN,2,0
2021-09-17T09:34:25Z,4.14,1,0
2021-09-17T09:38:12Z,NaN,2,0
2021-09-17T09:38:25Z,4.16,1,0
2021-09-17T09:42:12Z,NaN,2,0
2021-09-17T09:42:25Z,4.2,1,0
2021-09-17T09:46:12Z,NaN,2,0
2021-09-17T09:46:25Z,4.12,1,0
2021-09-17T09:50:12Z,NaN,2,0
2021-09-17T09:50:25Z,4.06,1,0
2021-09-17T09:54:12Z,NaN,2,0
2021-09-17T09:54:25Z,4.03,1,0
2021-09-17T09:58:12Z,NaN,2,0
2021-09-17T09:58:25Z,4.08,1,0
2021-09-17T10:02:12Z,NaN,2,0
2021-09-17T10:02:25Z,4.13,1,0
2021-09-17T10:06:12Z,NaN,2,0
2021-09-17T10:06:25Z,4.2,1,0
2021-09-17T10:10:12Z,NaN,2,0
2021-09-17T10:10:25Z,4.23,1,0
2021-09-17T10:14:12Z,NaN,2,0
2021-09-17T10:14:25Z,4.29,1,0
2021-09-17T10:18:12Z,NaN,2,0
2021-09-17T10:18:25Z,4.22,1,0
2021-09-17T10:22:12Z,NaN,2,0
2021-09-17T10:22:25Z,4.24,1,0
2021-09-17T10:26:12Z,NaN,2,0
2021-09-17T10:26:25Z,4.3,1,0
2021-09-17T10:30:12Z,NaN,2,0
2021-09-17T10:30:25Z,4.24,1,0
2021-09-17T10:34:12Z,NaN,2,0
2021-09-17T10:34:25Z,4.21,1,0
2021-09-17T10:38:12Z,NaN,2,0
2021-09-17T10:38:25Z,4.23,1,0
2021-09-17T10:42:12Z,NaN,2,0
2021-09-17T10:42:25Z,4.15,1,0
2021-09-17T10:46:12Z,NaN,2,0
2021-09-17T10:46:25Z,4.12,1,0
2021-09-17T10:50:12Z,NaN,2,0
2021-09-17T10:50:25Z,4.12,1,0
2021-09-17T10:54:12Z,NaN,2,0
2021-09-17T10:54:25Z,4.14,1,0
2021-09-17T10:58:12Z,NaN,2,0
2021-09-17T10:58:25Z,4.12,1,0
2021-09-17T11:02:12Z,NaN,2,0
2021-09-17T11:02:25Z,4.15,1,0
2021-09-17T11:06:12Z,NaN,2,0
2021-09-17T11:06:25Z,4.17,1,0
2021-09-17T11:10:12Z,NaN,2,0
2021-09-17T11:10:25Z,4.11,1,0
2021-09-17T11:14:12Z,NaN,2,0
2021-09-17T11:14:25Z,4.16,1,0
2021-09-17T11:18:12Z,NaN,2,0
2021-09-17T11:18:25Z,4.13,1,0
2021-09-17T11:22:12Z,NaN,2,0
2021-09-17T11:22:25Z,4.1,1,0
2021-09-17T11:26:12Z,NaN,2,0
2021-09-17T11:26:25Z,4.11,1,0
2021-09-17T11:30:12Z,NaN,2,0
2021-09-17T11:30:25Z,4.19,1,0
2021-09-17T11:34:12Z,NaN,2,0
2021-09-17T11:34:25Z,4.14,1,0
2021-09-17T11:38:12Z,NaN,2,0
2021-09-17T11:38:25Z,4.13,1,0
2021-09-17T11:42:12Z,NaN,2,0
2021-09-17T11:42:25Z,4.14,1,0
2021-09-17T11:46:12Z,NaN,2,0
2021-09-17T11:46:25Z,4.18,1,0
2021-09-17T11:50:12Z,NaN,2,0
2021-09-17T11:50:25Z,4.32,1,0
2021-09-17T11:54:12Z,NaN,2,0
2021-09-17T11:54:25Z,4.4,1,0
2021-09-17T11:58:12Z,NaN,2,0
2021-09-17T11:58:25Z,4.34,1,0
2021-09-17T12:02:12Z,NaN,2,0
2021-09-17T12:02:25Z,4.31,1,0
2021-09-17T12:06:12Z,NaN,2,0
2021-09-17T12:06:25Z,4.25,1,0
2021-09-17T12:10:12Z,NaN,2,0
2021-09-17T12:10:25Z,4.26,1,0
2021-09-17T12:14:12Z,NaN,2,0
2021-09-17T12:14:25Z,4.26,1,0
2021-09-17T12:18:12Z,NaN,2,0
2021-09-17T12:18:25Z,4.27,1,0
2021-09-17T12:22:12Z,NaN,2,0
2021-09-17T12:22:25Z,4.14,1,0
2021-09-17T12:26:12Z,NaN,2,0
2021-09-17T12:26:25Z,4.18,1,0
2021-09-17T12:30:12Z,NaN,2,0
2021-09-17T12:30:25Z,4.22,1,0
2021-09-17T12:34:12Z,NaN,2,0
2021-09-17T12:34:25Z,4.24,1,0
2021-09-17T12:38:12Z,NaN,2,0
2021-09-17T12:38:25Z,4.25,1,0
2021-09-17T12:42:12Z,NaN,2,0
2021-09-17T12:42:25Z,4.32,1,0
2021-09-17T12:46:12Z,NaN,2,0
2021-09-17T12:46:25Z,4.64,1,0
2021-09-17T12:50:12Z,NaN,2,0
2021-09-17T12:50:25Z,4.6,1,0
2021-09-17T12:54:12Z,NaN,2,0
2021-09-17T12:54:25Z,4.51,1,0
2021-09-17T12:58:12Z,NaN,2,0
2021-09-17T12:58:25Z,4.59,1,0
2021-09-17T13:02:12Z,NaN,2,0
2021-09-17T13:02:25Z,4.51,1,0
2021-09-17T13:06:12Z,NaN,2,0
2021-09-17T13:06:25Z,4.61,1,0
2021-09-17T13:10:12Z,NaN,2,0
2021-09-17T13:10:25Z,4.49,1,0
2021-09-17T13:14:12Z,NaN,2,0
2021-09-17T13:14:25Z,4.53,1,0
2021-09-17T13:18:12Z,NaN,2,0
2021-09-17T13:18:25Z,4.39,1,0
2021-09-17T13:22:12Z,NaN,2,0
2021-09-17T13:22:25Z,4.35,1,0
2021-09-17T13:26:12Z,NaN,2,0
2021-09-17T13:26:25Z,4.19,1,0
2021-09-17T13:30:12Z,NaN,2,0
2021-09-17T13:30:25Z,4.31,1,0
2021-09-17T13:34:12Z,NaN,2,0
2021-09-17T13:34:25Z,4.27,1,0
2021-09-17T13:38:12Z,NaN,2,0
2021-09-17T13:38:25Z,4.41,1,0
2021-09-17T13:42:12Z,NaN,2,0
2021-09-17T13:42:25Z,4.44,1,0
2021-09-17T13:46:12Z,NaN,2,0
2021-09-17T13:46:25Z,4.43,1,0
2021-09-17T13:50:12Z,NaN,2,0
2021-09-17T13:50:25Z,4.57,1,0
2021-09-17T13:54:12Z,NaN,2,0
2021-09-17T13:54:25Z,4.51,1,0
2021-09-17T13:58:12Z,NaN,2,0
2021-09-17T13:58:25Z,4.46,1,0
2021-09-17T14:02:12Z,NaN,2,0
2021-09-17T14:02:25Z,4.59,1,0
2021-09-17T14:06:12Z,NaN,2,0
2021-09-17T14:06:25Z,4.53,1,0
2021-09-17T14:10:12Z,NaN,2,0
2021-09-17T14:10:25Z,4.54,1,0
2021-09-17T14:14:12Z,NaN,2,0
2021-09-17T14:14:25Z,4.48,1,0
2021-09-17T14:18:12Z,NaN,2,0
2021-09-17T14:18:25Z,4.35,1,0
2021-09-17T14:22:12Z,NaN,2,0
2021-09-17T14:22:25Z,4.44,1,0
2021-09-17T14:26:12Z,NaN,2,0
2021-09-17T14:26:25Z,4.4,1,0
2021-09-17T14:30:12Z,NaN,2,0
2021-09-17T14:30:25Z,4.38,1,0
2021-09-17T14:34:12Z,NaN,2,0
2021-09-17T14:34:25Z,4.52,1,0
2021-09-17T14:38:12Z,NaN,2,0
2021-09-17T14:38:25Z,4.55,1,0
2021-09-17T14:42:12Z,NaN,2,0
2021-09-17T14:42:25Z,4.62,1,0
2021-09-17T14:46:12Z,NaN,2,0
2021-09-17T14:46:25Z,4.46,1,0
2021-09-17T14:50:12Z,NaN,2,0
2021-09-17T14:50:25Z,4.55,1,0
2021-09-17T14:54:12Z,NaN,2,0
2021-09-17T14:54:25Z,4.43,1,0
2021-09-17T14:58:12Z,NaN,2,0
2021-09-17T14:58:25Z,4.68,1,0
2021-09-17T15:02:12Z,NaN,2,0
2021-09-17T15:02:25Z,4.65,1,0
2021-09-17T15:06:12Z,NaN,2,0
2021-09-17T15:06:25Z,4.63,1,0
2021-09-17T15:10:12Z,NaN,2,0
2021-09-17T15:10:25Z,4.67,1,0
2021-09-17T15:14:12Z,NaN,2,0
2021-09-17T15:14:25Z,4.5,1,0
2021-09-17T15:18:12Z,NaN,2,0
2021-09-17T15:18:25Z,4.47,1,0
2021-09-17T15:22:12Z,NaN,2,0
2021-09-17T15:22:25Z,4.63,1,0
2021-09-17T15:26:12Z,NaN,2,0
2021-09-17T15:26:25Z,4.61,1,0
2021-09-17T15:30:12Z,NaN,2,0
2021-09-17T15:30:25Z,4.59,1,0
2021-09-17T15:34:12Z,NaN,2,0
2021-09-17T15:34:25Z,4.58,1,0
2021-09-17T15:38:12Z,NaN,2,0
2021-09-17T15:38:25Z,4.5,1,0
2021-09-17T15:42:12Z,NaN,2,0
2021-09-17T15:42:25Z,4.46,1,0
2021-09-17T15:46:12Z,NaN,2,0
2021-09-17T15:46:25Z,4.5,1,0
2021-09-17T15:50:12Z,NaN,2,0
2021-09-17T15:50:25Z,4.45,1,0
2021-09-17T15:54:12Z,NaN,2,0
2021-09-17T15:54:25Z,4.42,1,0
2021-09-17T15:58:12Z,NaN,2,0
2021-09-17T15:58:25Z,4.6,1,0
2021-09-17T16:02:12Z,NaN,2,0
2021-09-17T16:02:25Z,4.59,1,0
2021-09-17T16:06:12Z,NaN,2,0
2021-09-17T16:06:25Z,4.49,1,0
2021-09-17T16:10:12Z,NaN,2,0
2021-09-17T16:10:25Z,4.47,1,0
2021-09-17T16:14:12Z,NaN,2,0
2021-09-17T16:14:25Z,4.48,1,0
2021-09-17T16:18:12Z,NaN,2,0
2021-09-17T16:18:25Z,4.46,1,0
2021-09-17T16:22:12Z,NaN,2,0
2021-09-17T16:22:25Z,4.55,1,0
2021-09-17T16:26:12Z,NaN,2,0
2021-09-17T16:26:25Z,4.65,1,0
2021-09-17T16:30:12Z,NaN,2,0
2021-09-17T16:30:25Z,4.56,1,0
2021-09-17T16:34:12Z,NaN,2,0
2021-09-17T16:34:25Z,4.52,1,0
2021-09-17T16:38:12Z,NaN,2,0
2021-09-17T16:38:25Z,4.56,1,0
2021-09-17T16:42:12Z,NaN,2,0
2021-09-17T16:42:25Z,4.75,1,0
2021-09-17T16:46:12Z,NaN,2,0
2021-09-17T16:46:25Z,4.8,1,0
2021-09-17T16:50:12Z,NaN,2,0
2021-09-17T16:50:25Z,5,1,0
2021-09-17T16:54:12Z,NaN,2,0
2021-09-17T16:54:25Z,5.08,1,0
2021-09-17T16:58:12Z,NaN,2,0
2021-09-17T16:58:25Z,5.2,1,0
2021-09-17T17:02:12Z,NaN,2,0
2021-09-17T17:02:25Z,5.24,1,0
2021-09-17T17:06:12Z,NaN,2,0
2021-09-17T17:06:25Z,5.23,1,0
2021-09-17T17:10:12Z,NaN,2,0
2021-09-17T17:10:25Z,5.15,1,0
2021-09-17T17:14:12Z,NaN,2,0
2021-09-17T17:14:25Z,5.09,1,0
2021-09-17T17:18:12Z,NaN,2,0
2021-09-17T17:18:25Z,5.02,1,0
2021-09-17T17:22:12Z,NaN,2,0
2021-09-17T17:22:25Z,4.93,1,0
2021-09-17T17:26:12Z,NaN,2,0
2021-09-17T17:26:25Z,4.88,1,0
2021-09-17T17:30:12Z,NaN,2,0
2021-09-17T17:30:25Z,4.97,1,0
2021-09-17T17:34:12Z,NaN,2,0
2021-09-17T17:34:25Z,4.92,1,0
2021-09-17T17:38:12Z,NaN,2,0
2021-09-17T17:38:25Z,4.7,1,0
2021-09-17T17:42:12Z,NaN,2,0
2021-09-17T17:42:25Z,4.88,1,0
2021-09-17T17:46:12Z,NaN,2,0
2021-09-17T17:46:25Z,4.81,1,0
2021-09-17T17:50:12Z,NaN,2,0
2021-09-17T17:50:25Z,4.64,1,0
2021-09-17T17:54:12Z,NaN,2,0
2021-09-17T17:54:25Z,4.67,1,0
2021-09-17T17:58:12Z,NaN,2,0
2021-09-17T17:58:25Z,4.53,1,0
2021-09-17T18:02:12Z,NaN,2,0
2021-09-17T18:02:25Z,4.64,1,0
2021-09-17T18:06:12Z,NaN,2,0
2021-09-17T18:06:25Z,4.6,1,0
2021-09-17T18:10:12Z,NaN,2,0
2021-09-17T18:10:25Z,4.78,1,0
2021-09-17T18:14:12Z,NaN,2,0
2021-09-17T18:14:25Z,4.56,1,0
2021-09-17T18:18:12Z,NaN,2,0
2021-09-17T18:18:25Z,4.48,1,0
2021-09-17T18:22:12Z,NaN,2,0
2021-09-17T18:22:25Z,4.61,1,0
2021-09-17T18:26:12Z,NaN,2,0
2021-09-17T18:26:25Z,4.27,1,0
2021-09-17T18:30:12Z,NaN,2,0
2021-09-17T18:30:25Z,4.31,1,0
2021-09-17T18:34:12Z,NaN,2,0
2021-09-17T18:34:25Z,4.27,1,0
2021-09-17T18:38:12Z,NaN,2,0
2021-09-17T18:38:25Z,4.18,1,0
2021-09-17T18:42:12Z,NaN,2,0
2021-09-17T18:42:25Z,4.24,1,0
2021-09-17T18:46:12Z,NaN,2,0
2021-09-17T18:46:25Z,4.25,1,0
2021-09-17T18:50:12Z,NaN,2,0
2021-09-17T18:50:25Z,4.28,1,0
2021-09-17T18:54:12Z,NaN,2,0
2021-09-17T18:54:25Z,4.25,1,0
2021-09-17T18:58:12Z,NaN,2,0
2021-09-17T18:58:25Z,4.27,1,0
2021-09-17T19:02:12Z,NaN,2,0
2021-09-17T19:02:25Z,4.14,1,0
2021-09-17T19:06:12Z,NaN,2,0
2021-09-17T19:06:25Z,4.14,1,0
2021-09-17T19:10:12Z,NaN,2,0
2021-09-17T19:10:25Z,4.14,1,0
2021-09-17T19:14:12Z,NaN,2,0
2021-09-17T19:14:25Z,4.12,1,0
2021-09-17T19:18:12Z,NaN,2,0
2021-09-17T19:18:25Z,4.14,1,0
2021-09-17T19:22:12Z,NaN,2,0
2021-09-17T19:22:25Z,4.15,1,0
2021-09-17T19:26:12Z,NaN,2,0
2021-09-17T19:26:25Z,4.14,1,0
2021-09-17T19:30:12Z,NaN,2,0
2021-09-17T19:30:25Z,4.11,1,0
2021-09-17T19:34:12Z,NaN,2,0
2021-09-17T19:34:25Z,4.08,1,0
2021-09-17T19:38:12Z,NaN,2,0
2021-09-17T19:38:25Z,4.07,1,0
2021-09-17T19:42:12Z,NaN,2,0
2021-09-17T19:42:25Z,4.08,1,0
2021-09-17T19:46:12Z,NaN,2,0
2021-09-17T19:46:25Z,4.1,1,0
2021-09-17T19:50:12Z,NaN,2,0
2021-09-17T19:50:25Z,4.08,1,0
2021-09-17T19:54:12Z,NaN,2,0
2021-09-17T19:54:25Z,4.11,1,0
2021-09-17T19:58:12Z,NaN,2,0
2021-09-17T19:58:25Z,4.13,1,0
2021-09-17T20:02:12Z,NaN,2,0
2021-09-17T20:02:25Z,4.12,1,0
2021-09-17T20:06:12Z,NaN,2,0
2021-09-17T20:06:25Z,4.11,1,0
2021-09-17T20:10:12Z,NaN,2,0
2021-09-17T20:10:25Z,4.09,1,0
2021-09-17T20:14:12Z,NaN,2,0
2021-09-17T20:14:25Z,4.14,1,0
2021-09-17T20:18:12Z,NaN,2,0
2021-09-17T20:18:25Z,4.11,1,0
2021-09-17T20:22:12Z,NaN,2,0
2021-09-17T20:22:25Z,4.13,1,0
2021-09-17T20:26:12Z,NaN,2,0
2021-09-17T20:26:25Z,4.13,1,0
2021-09-17T20:30:12Z,NaN,2,0
2021-09-17T20:30:25Z,4.16,1,0
2021-09-17T20:34:12Z,NaN,2,0
2021-09-17T20:34:25Z,4.17,1,0
2021-09-17T20:38:12Z,NaN,2,0
2021-09-17T20:38:25Z,4.14,1,0
2021-09-17T20:42:12Z,NaN,2,0
2021-09-17T20:42:25Z,4.13,1,0
2021-09-17T20:46:12Z,NaN,2,0
2021-09-17T20:46:25Z,4.12,1,0
2021-09-17T20:50:12Z,NaN,2,0
2021-09-17T20:50:25Z,4.14,1,0
2021-09-17T20:54:12Z,NaN,2,0
2021-09-17T20:54:25Z,4.15,1,0
2021-09-17T20:58:12Z,NaN,2,0
2021-09-17T20:58:25Z,4.17,1,0
2021-09-17T21:02:12Z,NaN,2,0
2021-09-17T21:02:25Z,4.15,1,0
2021-09-17T21:06:12Z,NaN,2,0
2021-09-17T21:06:25Z,4.17,1,0
2021-09-17T21:10:12Z,NaN,2,0
2021-09-17T21:10:25Z,4.23,1,0
2021-09-17T21:14:12Z,NaN,2,0
2021-09-17T21:14:25Z,4.26,1,0
2021-09-17T21:18:12Z,NaN,2,0
2021-09-17T21:18:25Z,4.26,1,0
2021-09-17T21:22:12Z,NaN,2,0
2021-09-17T21:22:25Z,4.27,1,0
2021-09-17T21:26:12Z,NaN,2,0
2021-09-17T21:26:25Z,4.21,1,0
2021-09-17T21:30:12Z,NaN,2,0
2021-09-17T21:30:25Z,4.23,1,0
2021-09-17T21:34:12Z,NaN,2,0
2021-09-17T21:34:25Z,4.26,1,0
2021-09-17T21:38:12Z,NaN,2,0
2021-09-17T21:38:25Z,4.24,1,0
2021-09-17T21:42:12Z,NaN,2,0
2021-09-17T21:42:25Z,4.19,1,0
2021-09-17T21:46:12Z,NaN,2,0
2021-09-17T21:46:25Z,4.18,1,0
2021-09-17T21:50:12Z,NaN,2,0
2021-09-17T21:50:25Z,4.19,1,0
2021-09-17T21:54:12Z,NaN,2,0
2021-09-17T21:54:25Z,4.26,1,0
2021-09-17T21:58:12Z,NaN,2,0
2021-09-17T21:58:25Z,4.24,1,0
2021-09-17T22:02:12Z,NaN,2,0
2021-09-17T22:02:25Z,4.24,1,0
2021-09-17T22:06:12Z,NaN,2,0
2021-09-17T22:06:25Z,4.37,1,0
2021-09-17T22:10:12Z,NaN,2,0
2021-09-17T22:10:25Z,4.3,1,0
2021-09-17T22:14:12Z,NaN,2,0
2021-09-17T22:14:25Z,4.33,1,0
2021-09-17T22:18:12Z,NaN,2,0
2021-09-17T22:18:25Z,4.35,1,0
2021-09-17T22:22:12Z,NaN,2,0
2021-09-17T22:22:25Z,4.37,1,0
2021-09-17T22:26:12Z,NaN,2,0
2021-09-17T22:26:25Z,4.45,1,0
2021-09-17T22:30:12Z,NaN,2,0
2021-09-17T22:30:25Z,4.45,1,0
2021-09-17T22:34:12Z,NaN,2,0
2021-09-17T22:34:25Z,4.41,1,0
2021-09-17T22:38:12Z,NaN,2,0
2021-09-17T22:38:25Z,4.4,1,0
2021-09-17T22:42:12Z,NaN,2,0
2021-09-17T22:42:25Z,4.41,1,0
2021-09-17T22:46:12Z,NaN,2,0
2021-09-17T22:46:25Z,4.41,1,0
2021-09-17T22:50:12Z,NaN,2,0
2021-09-17T22:50:25Z,4.42,1,0
2021-09-17T22:54:12Z,NaN,2,0
2021-09-17T22:54:25Z,4.35,1,0
2021-09-17T22:58:12Z,NaN,2,0
2021-09-17T22:58:25Z,4.43,1,0
2021-09-17T23:02:12Z,NaN,2,0
2021-09-17T23:02:25Z,4.63,1,0
2021-09-17T23:06:12Z,NaN,2,0
2021-09-17T23:06:25Z,4.5,1,0
2021-09-17T23:10:12Z,NaN,2,0
2021-09-17T23:10:25Z,4.4,1,0
2021-09-17T23:14:12Z,NaN,2,0
2021-09-17T23:14:25Z,4.5,1,0
2021-09-17T23:18:12Z,NaN,2,0
2021-09-17T23:18:25Z,4.49,1,0
2021-09-17T23:22:12Z,NaN,2,0
2021-09-17T23:22:25Z,4.5,1,0
2021-09-17T23:26:12Z,NaN,2,0
2021-09-17T23:26:25Z,4.53,1,0
2021-09-17T23:30:12Z,NaN,2,0
2021-09-17T23:30:25Z,4.61,1,0
2021-09-17T23:34:12Z,NaN,2,0
2021-09-17T23:34:25Z,4.62,1,0
2021-09-17T23:38:12Z,NaN,2,0
2021-09-17T23:38:25Z,4.6,1,0
2021-09-17T23:42:12Z,NaN,2,0
2021-09-17T23:42:25Z,4.62,1,0
2021-09-17T23:46:12Z,NaN,2,0
2021-09-17T23:46:25Z,4.66,1,0
2021-09-17T23:50:12Z,NaN,2,0
2021-09-17T23:50:25Z,4.55,1,0
2021-09-17T23:54:12Z,NaN,2,0
2021-09-17T23:54:25Z,4.62,1,0
2021-09-17T23:58:12Z,NaN,2,0
2021-09-17T23:58:25Z,4.56,1,0
2021-09-18T00:02:12Z,NaN,2,0
2021-09-18T00:02:25Z,4.59,1,0
2021-09-18T00:06:12Z,NaN,2,0
2021-09-18T00:06:25Z,4.62,1,0
2021-09-18T00:10:12Z,NaN,2,0
2021-09-18T00:10:25Z,4.56,1,0
2021-09-18T00:14:12Z,NaN,2,0
2021-09-18T00:14:25Z,4.63,1,0
2021-09-18T00:18:12Z,NaN,2,0
2021-09-18T00:18:25Z,4.64,1,0
2021-09-18T00:22:12Z,NaN,2,0
2021-09-18T00:22:25Z,4.56,1,0
2021-09-18T00:26:12Z,NaN,2,0
2021-09-18T00:26:25Z,4.67,1,0
2021-09-18T00:30:12Z,NaN,2,0
2021-09-18T00:30:25Z,4.82,1,0
2021-09-18T00:34:12Z,NaN,2,0
2021-09-18T00:34:25Z,4.58,1,0
2021-09-18T00:38:12Z,NaN,2,0
2021-09-18T00:38:25Z,4.53,1,0
2021-09-18T00:42:12Z,NaN,2,0
2021-09-18T00:42:25Z,4.63,1,0
2021-09-18T00:46:12Z,NaN,2,0
2021-09-18T00:46:25Z,4.54,1,0
2021-09-18T00:50:12Z,NaN,2,0
2021-09-18T00:50:25Z,4.6,1,0
2021-09-18T00:54:12Z,NaN,2,0
2021-09-18T00:54:25Z,4.55,1,0
2021-09-18T00:58:12Z,NaN,2,0
2021-09-18T00:58:25Z,4.56,1,0
2021-09-18T01:02:12Z,NaN,2,0
2021-09-18T01:02:25Z,4.65,1,0
2021-09-18T01:06:12Z,NaN,2,0
2021-09-18T01:06:25Z,4.6,1,0
2021-09-18T01:10:12Z,NaN,2,0
2021-09-18T01:10:25Z,4.65,1,0
2021-09-18T01:14:12Z,NaN,2,0
2021-09-18T01:14:25Z,4.68,1,0
2021-09-18T01:18:12Z,NaN,2,0
2021-09-18T01:18:25Z,4.66,1,0
2021-09-18T01:22:12Z,NaN,2,0
2021-09-18T01:22:25Z,4.6,1,0
2021-09-18T01:26:12Z,NaN,2,0
2021-09-18T01:26:25Z,4.62,1,0
2021-09-18T01:30:12Z,NaN,2,0
2021-09-18T01:30:25Z,4.6,1,0
2021-09-18T01:34:12Z,NaN,2,0
2021-09-18T01:34:25Z,4.59,1,0
2021-09-18T01:38:12Z,NaN,2,0
2021-09-18T01:38:25Z,4.55,1,0
2021-09-18T01:42:12Z,NaN,2,0
2021-09-18T01:42:25Z,4.46,1,0
2021-09-18T01:46:12Z,NaN,2,0
2021-09-18T01:46:25Z,4.47,1,0
2021-09-18T01:50:12Z,NaN,2,0
2021-09-18T01:50:25Z,4.47,1,0
2021-09-18T01:54:12Z,NaN,2,0
2021-09-18T01:54:25Z,4.49,1,0
2021-09-18T01:58:12Z,NaN,2,0
2021-09-18T01:58:25Z,4.52,1,0
2021-09-18T02:02:12Z,NaN,2,0
2021-09-18T02:02:25Z,4.51,1,0
2021-09-18T02:06:12Z,NaN,2,0
2021-09-18T02:06:25Z,4.48,1,0
2021-09-18T02:10:12Z,NaN,2,0
2021-09-18T02:10:25Z,4.53,1,0
2021-09-18T02:14:12Z,NaN,2,0
2021-09-18T02:14:25Z,4.66,1,0
2021-09-18T02:18:12Z,NaN,2,0
2021-09-18T02:18:25Z,4.65,1,0
2021-09-18T02:22:12Z,NaN,2,0
2021-09-18T02:22:25Z,4.66,1,0
2021-09-18T02:26:12Z,NaN,2,0
2021-09-18T02:26:25Z,4.6,1,0
2021-09-18T02:30:12Z,NaN,2,0
2021-09-18T02:30:25Z,4.58,1,0
2021-09-18T02:34:12Z,NaN,2,0
2021-09-18T02:34:25Z,4.58,1,0
2021-09-18T02:38:12Z,NaN,2,0
2021-09-18T02:38:25Z,4.6,1,0
2021-09-18T02:42:12Z,NaN,2,0
2021-09-18T02:42:25Z,4.57,1,0
2021-09-18T02:46:12Z,NaN,2,0
2021-09-18T02:46:25Z,4.55,1,0
2021-09-18T02:50:12Z,NaN,2,0
2021-09-18T02:50:25Z,4.6,1,0
2021-09-18T02:54:12Z,NaN,2,0
2021-09-18T02:54:25Z,4.6,1,0
2021-09-18T02:58:12Z,NaN,2,0
2021-09-18T02:58:25Z,4.57,1,0
2021-09-18T03:02:12Z,NaN,2,0
2021-09-18T03:02:25Z,4.63,1,0
2021-09-18T03:06:12Z,NaN,2,0
2021-09-18T03:06:25Z,4.63,1,0
2021-09-18T03:10:12Z,NaN,2,0
2021-09-18T03:10:25Z,4.63,1,0
2021-09-18T03:14:12Z,NaN,2,0
2021-09-18T03:14:25Z,4.72,1,0
2021-09-18T03:18:12Z,NaN,2,0
2021-09-18T03:18:25Z,4.8,1,0
2021-09-18T03:22:12Z,NaN,2,0
2021-09-18T03:22:25Z,4.82,1,0
2021-09-18T03:26:12Z,NaN,2,0
2021-09-18T03:26:25Z,4.84,1,0
2021-09-18T03:30:12Z,NaN,2,0
2021-09-18T03:30:25Z,4.8,1,0
2021-09-18T03:34:12Z,NaN,2,0
2021-09-18T03:34:25Z,4.84,1,0
2021-09-18T03:38:12Z,NaN,2,0
2021-09-18T03:38:25Z,4.85,1,0
2021-09-18T03:42:12Z,NaN,2,0
2021-09-18T03:42:25Z,4.83,1,0
2021-09-18T03:46:12Z,NaN,2,0
2021-09-18T03:46:25Z,4.81,1,0
2021-09-18T03:50:12Z,NaN,2,0
2021-09-18T03:50:25Z,4.8,1,0
2021-09-18T03:54:12Z,NaN,2,0
2021-09-18T03:54:25Z,4.81,1,0
2021-09-18T03:58:12Z,NaN,2,0
2021-09-18T03:58:25Z,4.74,1,0
2021-09-18T04:02:12Z,NaN,2,0
2021-09-18T04:02:25Z,4.71,1,0
2021-09-18T04:06:12Z,NaN,2,0
2021-09-18T04:06:25Z,4.71,1,0
2021-09-18T04:10:12Z,NaN,2,0
2021-09-18T04:10:25Z,4.71,1,0
2021-09-18T04:14:12Z,NaN,2,0
2021-09-18T04:14:25Z,4.7,1,0
2021-09-18T04:18:12Z,NaN,2,0
2021-09-18T04:18:25Z,4.7,1,0
2021-09-18T04:22:12Z,NaN,2,0
2021-09-18T04:22:25Z,4.67,1,0
2021-09-18T04:26:12Z,NaN,2,0
2021-09-18T04:26:25Z,4.7,1,0
2021-09-18T04:30:12Z,NaN,2,0
2021-09-18T04:30:25Z,4.71,1,0
2021-09-18T04:34:12Z,NaN,2,0
2021-09-18T04:34:25Z,4.66,1,0
2021-09-18T04:38:12Z,NaN,2,0
2021-09-18T04:38:25Z,4.61,1,0
2021-09-18T04:42:12Z,NaN,2,0
2021-09-18T04:42:25Z,4.69,1,0
2021-09-18T04:46:12Z,NaN,2,0
2021-09-18T04:46:25Z,4.7,1,0
2021-09-18T04:50:12Z,NaN,2,0
2021-09-18T04:50:25Z,4.74,1,0
2021-09-18T04:54:12Z,NaN,2,0
2021-09-18T04:54:25Z,4.74,1,0
2021-09-18T04:58:12Z,NaN,2,0
2021-09-18T04:58:25Z,4.8,1,0
2021-09-18T05:02:12Z,NaN,2,0
2021-09-18T05:02:25Z,4.74,1,0
2021-09-18T05:06:12Z,NaN,2,0
2021-09-18T05:06:25Z,4.74,1,0
2021-09-18T05:10:12Z,NaN,2,0
2021-09-18T05:10:25Z,4.75,1,0
2021-09-18T05:14:12Z,NaN,2,0
